state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
27,132,0,0,0,0,196.4325315782559,95,33.39085643885207,210.6586776034216,88,17.905976702113684,82.40785235380847,101,3.708163085204217,12.07828712229586,4,3.2597896641170125,3
18,95,2,0,0,0,182.60036486502472,74,31.040063851379326,188.59771959359546,67,16.02980844586202,137.7072060842383,81,6.200323817709443,9.500547297537087,3,2.5701459460098897,4
40,119,1,0,0,0,249.8594248831385,95,42.47594248831385,250.37157267113218,99,21.279489428214852,157.8268426460874,115,7.105910794658241,14.245046961600842,5,3.8459741819694573,1
5,105,0,0,0,0,268.57639074775125,89,45.65866349650958,160.12510037856939,133,13.60919255530902,289.014316082029,78,13.008711048865827,9.523609252248715,6,2.5714925443683967,2
28,149,0,0,0,0,151.74642628990182,87,25.79565495216778,193.1566864458734,127,16.41541214068805,150.18002738483912,95,6.756626198086711,9.0163304429649,4,2.4316467367160475,6
22,34,1,0,0,0,296.04874275757317,88,50.32943587023696,272.32047826056765,75,23.145039855047305,181.0274673960594,81,8.14716123209791,11.029920289905391,9,2.977480072476348,2
17,106,0,0,0,0,306.2598627420664,104,52.06503459710781,217.54096570435823,91,18.492220705508128,144.90193178554904,113,6.524896585509126,9.61075849854393,4,2.5965241049257006,2
7,127,1,0,0,14,203.42287193448047,111,34.57964481971506,169.36241705477227,116,14.39775609366003,261.72765142230327,107,11.778816662581344,9.973022743985409,3,2.693617428884836,1
37,113,1,0,0,0,109.90755245483835,105,18.685514768819676,188.87506213115668,108,16.051357302944904,218.57449276762972,93,9.835721429992484,5.970894275673938,3,1.614649113833102,4
39,211,1,0,0,0,226.6676852152085,125,38.53348581521656,304.6289399164487,83,25.89248056426703,182.4526849548494,131,8.2064328370749,12.620671368891903,4,3.4055812696008143,1
36,135,0,0,0,0,281.5996870419267,93,47.87121581677434,226.10760785871932,122,19.21807058940395,228.2330990286771,89,10.269372593818057,8.572000198671384,3,2.3112471125816683,0
19,41,1,0,0,0,258.372610149071,82,43.923861321643386,205.12144835393642,81,17.43641109159117,181.14266256197533,106,8.150248998644809,12.815537753685494,4,3.4623007713029765,1
44,152,1,0,0,0,173.71125787066012,101,29.528182684754675,180.79483329669867,112,15.36473294707552,149.35277087886797,95,6.722261609094342,13.477383909056588,4,3.6412805749905615,4
26,81,0,0,0,0,327.91064588397313,115,55.74492449813317,224.0064561439374,102,19.04092033818726,159.4930630220291,119,7.1813736189676,10.08125016848711,7,2.724052243349263,0
19,128,0,0,0,0,267.3140060945596,111,45.44197169867876,199.51042194041466,91,16.958295202331616,198.43213861528503,100,8.929741568989638,15.842475855699455,5,4.275022878601029,0
6,130,0,0,0,6,206.5895591930878,74,35.12386335257007,143.5576638047508,115,12.20108227853125,192.3109755766726,96,8.656398176587416,11.876617688120868,2,3.204048486047494,2
4,73,1,0,0,0,139.58086355205,112,23.726746803848506,179.68476258806115,76,15.26898417253741,173.07427341489924,71,7.7921899295510775,10.999669101463978,2,2.9707582832758854,1
22,37,2,0,0,15,183.46143456716575,101,31.190547397920618,227.6539255850637,106,19.349974637985703,138.0471362003254,115,6.213678405008135,13.17267740878626,4,3.5540942623755445,3
35,187,1,0,0,0,256.67573284665076,81,43.63452429079196,303.4921315152287,88,25.796896149480578,241.65706449050526,107,10.873502931386604,13.00226968756747,5,3.5088726983877527,1
33,102,1,0,0,11,267.0514681548283,114,45.40111013650547,203.32605601420002,101,17.281834944601886,258.87279776775756,120,11.648435762002924,10.535367287640572,5,2.8482294427552843,1
46,99,0,0,0,0,105.69871383808027,79,17.973562084326847,217.55182963300226,109,18.493953689172187,249.61563766214172,103,11.233190401456973,11.061463706401803,5,2.9915952007284865,6
32,50,1,0,0,8,127.36003682630539,74,21.651789281076933,121.01735466896831,91,10.289226085047263,254.96965234574634,76,11.476010762836019,8.58632726880402,3,2.318850811064549,1
35,36,0,0,0,0,243.91634925803768,114,41.46791892771993,144.14237755865494,112,12.250376494017498,212.04923289610326,99,9.541113168022113,10.51395538535237,2,2.8376284001916163,4
15,90,1,0,0,0,290.27633203398034,72,49.34603160577858,181.36102805433018,85,15.412659804617103,186.7248220008639,93,8.401103200038396,6.584786006431308,6,1.779919801737413,0
20,86,1,0,0,0,268.12440682287325,82,45.580393228117195,147.73383095788236,137,12.557478004128507,284.3408156853665,103,12.798183146778733,12.566169042117648,4,3.391660895954751,2
6,128,0,0,0,0,272.1180500074805,123,46.26406850127169,241.31874759687275,124,20.509855008228573,208.73238496783375,89,9.389570498578701,9.033952507854549,2,2.440644252131949,3
8,126,0,0,0,0,202.2522740557794,118,34.383246980990755,185.48929197724578,82,15.770909622311763,179.60391508256296,94,8.082176178715333,7.670293631192222,2,2.072078301651259,1
43,71,1,0,0,0,278.6642360187462,111,47.37070600312436,190.73046895782102,68,16.21518809640698,250.78924885071027,83,11.281565315778058,11.257942535149137,6,3.040153309529322,0
40,93,2,0,0,0,254.6970790770938,119,43.298682334455336,204.44573540965413,111,17.38190510036278,280.2970465747251,98,12.615482927350586,11.115831487957205,4,3.0022569112062705,2
13,129,0,0,0,15,222.24643659318622,90,37.784406098864366,161.393198213092,111,13.717116771877016,216.8719181897148,99,9.763358349031487,12.489522501671177,2,3.3710252889114707,0
16,118,0,1,0,13,144.07186857145632,104,24.488217657147576,156.54644269717437,95,13.307196877716972,182.18568377144467,118,8.198668582857865,8.025325668568541,2,2.167587679999223,0
37,77,1,0,0,0,292.68311442449175,117,49.76083039539312,162.8260402030792,80,13.83681153080269,252.57952661816893,103,11.363929169432362,8.585047161476083,5,2.3170094322952166,1
47,164,0,0,0,12,164.6776277328643,77,27.99823052684027,142.73172733821258,82,12.130402938043636,152.57466785700166,106,6.861704657649522,8.611439986206959,3,2.325122608529221,1
12,83,0,1,0,0,196.51380176835585,105,33.40546973223773,177.17599200476525,96,15.062536465165815,126.86480159904696,100,5.712777211387727,9.267887389477758,1,2.4985147425848435,2
21,115,0,0,0,0,133.4245487188442,94,22.681277072802548,245.75532519897462,124,20.88615074661332,218.48104700481588,78,9.83612816222153,11.170261751203974,4,3.0152301493226648,5
30,70,1,1,0,4,180.65954872797738,113,30.709402817776493,168.3402476974748,94,14.306916247412286,185.21353278281532,107,8.330748742236857,13.585782955329611,3,3.667156591065922,2
32,141,0,0,0,0,155.00909428303694,102,26.350399601508183,203.98455813617392,119,17.338580744900796,215.70364692188312,105,9.708990448070875,9.098750687165966,2,2.458955538751005,1
27,101,0,0,0,0,107.01368425185436,105,18.19232632281524,170.33074853020528,106,14.47977192913576,158.06332162732448,86,7.116514619423841,8.867426902880796,5,2.3935309947490073,3
11,95,1,0,0,0,271.32025679200257,103,46.127758307200445,235.62221303597934,126,20.028966771198245,147.55537003602504,101,6.6375422936011335,9.658610240014626,5,2.6098247648039488,1
43,156,0,0,0,3,192.672683542651,114,32.751950574206546,71.42304732117913,85,6.0739835247355165,201.99456436822112,103,9.092804401440533,12.496554627054254,3,3.3763074980870025,3
28,60,0,1,0,0,236.57644937363796,80,40.21587864038664,216.3177756723199,92,18.38706969601055,187.91211342082613,94,8.45236858694201,13.76467406045693,2,3.7129325580404187,2
20,95,1,0,0,0,282.2618593450894,100,47.98487136508451,156.6052663406319,112,13.31381608122459,247.4381204975752,84,11.137235171168253,8.663155772912068,8,2.339078390389418,0
34,79,1,0,0,0,225.3311090311756,94,38.3098532110784,234.18211570940338,89,19.903609186856375,281.04378830451503,83,12.649776446367541,8.950494913488768,4,2.4143276539776015,2
31,105,1,0,0,0,94.88787401916808,82,16.129389273487096,141.07553845523617,84,11.989674219837672,237.0182440740435,82,10.664644947989178,8.14506902285199,3,2.1990138045703977,5
40,88,0,0,0,0,151.2196404573444,69,25.704898797850184,169.2549666967657,109,14.386860185204759,267.81258325808574,124,12.048346206664673,10.446484692269982,7,2.8238628509332218,4
28,119,0,0,0,0,249.23250882494258,94,42.372526500240234,249.7725054630597,73,21.230750462258897,230.03149924357635,90,10.351399966381171,10.465749621788175,2,2.8241998991435135,2
25,105,0,0,1,37,150.66953015153234,84,25.61230010781355,227.66258829832603,109,19.352526633139327,197.3,101,8.88,10.080026920422355,4,2.723073905269122,3
36,81,0,0,0,0,313.0514105832545,108,53.222965324610904,203.3221170051123,95,17.281573564070133,197.23626222857573,112,8.875663707107963,9.516171181353428,4,2.570978981694248,2
15,111,0,0,0,2,240.37429335412114,88,40.864723297989926,103.49439575190426,93,8.793350636174509,193.62003928620862,62,8.712074770616741,10.060889390159165,1,2.7213467075536464,2
30,131,1,0,0,0,104.00755493339979,104,17.686252214948006,173.45752540075975,102,14.74538965906458,247.79684718897673,94,11.151850092571463,11.709637118988603,2,3.1625698983969612,4
25,73,0,0,1,33,86.85262060139296,107,14.763292016026076,251.7869910092067,89,21.404047721993294,223.91466996668152,98,10.075140377816759,11.821782873690877,2,3.1943565747381752,4
23,86,1,0,0,0,232.94817701952508,97,39.604314476150506,247.9192556652707,81,21.070385497210488,284.8303076513246,77,12.821490695815882,7.585586776848106,2,2.044481578242712,3
32,101,1,0,0,0,190.40066810175657,93,32.36712584049593,342.45587446642594,98,29.108838292768624,212.46815964049628,88,9.562947562706631,8.636187420454483,5,2.330365698243785,2
27,61,1,0,0,0,125.03936422553056,89,21.256076006424518,114.3547362877703,107,9.722496892755608,245.73909429881206,105,11.060795595783835,10.280245068763342,2,2.7770502566504263,2
19,177,0,0,0,4,122.89532251008504,105,20.88989138289633,240.73033179222824,93,20.465872953748615,128.37605900030042,112,5.773206264558837,9.663407027401092,1,2.610963175489231,3
18,132,1,0,0,0,292.7376676451312,139,49.76579355697486,224.9261948287162,103,19.122141474487034,227.51797351513068,107,10.23516253669242,12.490439832308232,3,3.369808812025786,2
40,113,1,0,0,0,126.46543520152741,114,21.50088806172326,196.74303362471156,97,16.720201425881132,208.85589806341,87,9.4,8.15737816628208,6,2.20372802743256,2
26,119,1,0,0,0,115.11501274761832,101,19.56755651861616,217.25641849354696,91,18.470543940131098,182.59369029447925,139,8.219717151131828,11.997389087370728,6,3.239303756632194,2
25,56,0,0,0,0,261.90543185986627,81,44.52133580254319,239.8564148071971,77,20.387854548386198,196.43043750377907,106,8.835928977444505,10.587085223035572,2,2.8608687488662747,1
28,97,1,0,0,0,222.62599661367443,104,37.845885133772754,286.0931418896213,94,24.319314188962124,253.31195936409313,123,11.396969590280403,9.957736538710908,5,2.692520284348158,1
28,89,1,0,0,0,340.68969939139595,66,57.92178963110444,229.49282101607514,95,19.506686113530723,269.7763605018157,118,12.141262099118773,12.975559259720137,8,3.5034824692587034,1
45,108,0,0,0,0,316.5107574075487,109,53.80897673900115,190.5680602119712,102,16.197855522073976,176.16088860693873,108,7.929380795425091,11.33937379184138,4,3.0647717319100205,1
15,84,1,0,0,0,238.21922768247413,94,40.49810686505255,252.5103191752169,80,21.461766884801467,271.53919928365866,80,12.221447709584584,7.292650327202202,2,1.9677950981606607,2
15,133,0,0,1,32,197.8695092026226,131,33.63836977136208,107.03299497039424,87,9.095857779399754,196.10196876269274,83,8.820347462140546,7.873736753384426,3,2.129426659052543,2
8,56,0,0,0,0,151.47898677804562,107,25.74978322934406,229.9969372101742,87,19.552350970174043,213.5838397344043,92,9.611561833895584,13.471990498527477,3,3.6405559269611873,0
34,54,1,0,0,0,286.338290705085,73,48.67574033983055,224.18140985593132,107,19.053516054406707,202.44148618474685,107,9.113039741694966,11.380691350847563,5,3.077671204745791,1
21,72,1,0,0,0,152.45580482919542,66,25.91977241019959,182.40968389854118,105,15.503894309848747,210.27327930167365,93,9.461511103993555,14.95843086535396,5,4.036061922881943,3
36,101,1,0,0,0,269.9947038765353,84,45.89990952747776,207.3813487367641,86,17.631462175508258,214.06690792672595,107,9.633820725169421,4.604572343286737,14,1.2480444011541705,2
32,96,1,0,0,0,270.99234607928076,85,46.069925560860064,202.86139770930376,81,17.246425259452664,211.27521676794348,102,9.508498118248621,5.61096417341682,12,1.5192801446755515,2
36,45,0,0,0,0,205.5939901491808,101,34.94985766638091,196.64278749218175,128,16.71497331244642,187.21625038221902,88,8.420894891588885,9.21718616368225,2,2.4891229001135016,2
25,122,0,0,0,0,235.18658691818675,134,39.97791098610718,268.0298525261006,90,22.780941859710836,218.4720333115338,73,9.835667868972713,10.272089013892815,5,2.775890403704751,1
22,79,1,0,0,0,143.03990252541618,73,24.318460581733206,173.70794649023702,92,14.764966842020316,219.1490052606095,93,9.859850931902512,14.542385089559804,3,3.9260267548814864,3
36,121,1,0,0,0,249.8374970813915,95,42.473749708139145,254.62556621005297,96,21.64129815704059,161.1379407098866,112,7.25501984653794,13.674924116178465,4,3.692479569740356,2
42,38,1,0,0,0,235.20429274480347,87,39.98683046862498,207.88704107114282,115,17.671366093725,167.29352053557142,87,7.527841523431249,14.080561606714223,4,3.801650931804448,1
32,146,1,0,0,5,218.14114305751738,103,37.082443552132844,159.62791894807674,125,13.564781315979005,206.30460587062944,85,9.288707264178326,5.326151467657361,4,1.4421429501923129,0
37,65,1,0,0,0,221.99864631349945,89,37.73827441967935,277.9516670076277,105,23.625136391533175,197.53651239283036,136,8.889393815408106,11.401212369183787,6,3.0803334015255417,0
40,135,1,0,0,1,143.92577823528057,117,24.472169625270027,167.49140725490648,89,14.236305062454996,176.2626218446171,75,7.932459766159551,6.702578395075925,4,1.8123417087910434,4
31,54,1,0,0,0,282.2199157480282,76,47.97538567716479,231.1780106018058,97,19.64891305905563,201.72896208661268,108,9.079269683352013,10.87427367828974,4,2.9410538931382297,1
11,87,2,0,0,0,299.2116812407308,63,50.86798581092424,119.00820727367392,107,10.111762321163738,240.20362599286864,73,10.806180792890725,10.890005067527056,2,2.940236665330851,1
40,67,0,0,0,0,145.60319705573403,127,24.757244859995993,220.7588096284959,118,18.764976199334267,200.03799331577008,119,9.000180277515723,14.231224469088723,6,3.8468333276963746,1
4,73,0,0,0,0,137.58733398865357,113,23.387828683769186,179.7162848717311,75,15.271447544153876,172.80180943019235,71,7.78,10.721713162308152,2,2.8957901766155074,1
3,89,1,0,0,0,148.56023919727957,92,25.253612670154926,189.9335258851659,90,16.146593713473894,235.07126352700067,99,10.579962845480237,10.702023160885657,7,2.889686220352148,4
22,113,0,0,0,12,144.65064624665374,107,24.58685737200428,165.17395649937845,93,14.040667527264317,181.25263818814142,113,8.156244963429794,8.73954230718973,2,2.3596863826486656,0
3,28,0,0,0,0,262.52290027471776,83,44.62621867680138,277.8460099766566,69,23.615073663065488,170.80535493566137,83,7.683287715076691,9.197793743416632,3,2.48491586557346,1
29,87,2,0,1,35,218.55986836875675,118,37.156925280451084,124.64668989642846,118,10.598034068993377,199.274719319775,125,8.964764227694438,12.579450251375691,6,3.3968253967526536,1
33,148,0,0,0,0,279.0505747048246,104,47.43763729113687,200.74086842772914,87,17.06695402069863,280.9365900425961,99,12.64613665408765,8.0167943842488,2,2.161673053355607,2
27,128,2,0,1,25,189.95301414811198,107,32.29440308729002,237.553379658422,123,20.192076704687278,152.9247258672675,116,6.884049935583093,13.290682110985939,10,3.5854841699662034,1
17,106,1,0,0,0,279.5388653394042,121,47.521372818420716,295.1828865435151,100,25.092088217796285,204.90570448549497,108,9.223799563444777,8.661714463900092,4,2.3404286159750227,0
7,87,0,0,0,0,231.253935309844,80,39.311934036292115,270.71674032179067,98,23.012275376924258,213.57873196854626,114,9.607160421775268,9.004899144110322,3,2.430322768909787,3
22,98,1,0,0,0,120.29295656834236,96,20.453542594345556,169.76099665910326,101,14.426749721591937,191.6622911939537,62,8.620790645489127,11.724484965964667,3,3.162545935242299,3
28,73,1,0,0,14,106.70997850122993,90,18.13726580499958,251.27381521355437,96,21.359184161161803,223.32607429489738,105,10.050402394841687,11.694487413379868,5,3.1570948428696077,2
34,104,0,0,0,0,269.88302325452275,88,45.880503875753796,208.31989146778946,85,17.71100775150758,212.68700776261196,106,9.571671318311507,5.561534876231937,13,1.5055162770554866,2
11,117,1,0,0,0,216.8064189675301,104,36.860091224480115,154.8926707437818,98,13.164588022754684,124.99266291932956,122,5.627247812303367,9.90734099289654,2,2.674771058548833,1
18,154,0,0,1,27,201.84783882039144,114,34.31186252034917,134.8518991694196,113,11.45915282406465,220.45631057974495,92,9.92528684453386,10.136805151442402,4,2.736443127780126,3
29,65,0,0,0,0,213.38196662962898,93,36.276934327036926,326.4202692833333,101,27.748468380740736,204.0707140314812,84,9.186080784999987,9.601803337037104,8,2.5947751914815,1
