state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
0,74,1,0,0,0,262.3,114,44.59,198.9,96,16.91,165.9,90,7.47,6.6,5,1.78,3
32,107,1,0,0,0,222.3,101,37.79,286.0,111,24.31,249.4,117,11.22,12.1,4,3.27,1
18,128,1,0,0,0,147.7,94,25.11,283.3,83,24.08,188.3,124,8.47,6.9,5,1.86,2
45,94,1,1,0,0,235.6,131,40.05,194.8,107,16.56,170.6,93,7.68,8.6,4,2.32,1
26,142,1,0,1,22,198.3,144,33.71,157.2,96,13.36,180.9,114,8.14,11.1,4,3.0,2
5,71,1,0,0,0,277.5,104,47.18,131.8,121,11.2,126.9,101,5.71,8.2,2,2.21,1
35,135,1,0,0,0,173.4,107,29.48,222.0,84,18.87,64.2,94,2.89,13.7,6,3.7,1
14,148,0,0,1,25,230.7,102,39.22,233.8,109,19.87,215.8,90,9.71,13.5,2,3.65,3
49,176,1,0,0,0,162.6,97,27.64,227.8,107,19.36,218.8,92,9.85,11.3,4,3.05,1
31,64,2,0,0,0,162.6,83,27.64,152.3,109,12.95,57.5,122,2.59,14.2,3,3.83,1
32,68,1,0,0,0,248.6,59,42.26,199.1,126,16.92,112.5,117,5.06,6.5,3,1.76,2
36,189,1,0,0,0,208.3,106,35.41,236.7,123,20.12,179.1,120,8.06,11.3,5,3.05,3
25,107,1,0,0,0,220.1,103,37.42,200.4,94,17.03,272.6,147,12.27,7.4,5,2.0,2
0,146,2,1,0,0,133.0,65,22.61,262.8,93,22.34,214.3,128,9.64,11.2,3,3.02,1
39,119,1,0,1,29,117.8,66,20.03,256.8,114,21.83,147.6,76,6.64,7.6,3,2.05,3
15,168,1,0,0,0,183.2,131,31.14,179.2,73,15.23,292.8,100,13.18,9.9,5,2.67,2
1,32,2,0,0,0,230.9,87,39.25,187.4,90,15.93,154.0,53,6.93,6.3,2,1.7,0
34,70,1,0,0,0,177.4,125,30.16,226.2,104,19.23,254.1,72,11.43,10.9,4,2.94,0
42,102,1,0,0,0,183.2,112,31.14,187.5,113,15.94,232.3,77,10.45,9.2,5,2.48,1
49,44,2,0,0,0,228.1,121,38.78,276.5,79,23.5,279.8,77,12.59,9.9,5,2.67,2
33,100,1,0,1,39,204.9,74,34.83,210.2,80,17.87,168.8,89,7.6,11.2,4,3.02,2
50,86,1,0,0,0,227.9,105,38.74,218.7,118,18.59,223.2,120,10.04,14.2,5,3.83,3
50,114,1,0,0,0,178.3,86,30.31,176.5,99,15.0,187.1,83,8.42,13.8,2,3.73,1
13,113,1,0,1,30,183.8,102,31.25,183.4,123,15.59,235.0,52,10.58,11.6,7,3.13,0
43,91,1,0,0,0,251.5,57,42.76,179.1,113,15.22,163.2,72,7.34,6.6,3,1.78,1
11,171,2,0,0,0,189.8,122,32.27,173.7,85,14.76,257.1,84,11.57,10.3,1,2.78,0
9,90,1,0,1,24,71.2,82,12.1,181.6,103,15.44,186.9,111,8.41,12.9,1,3.48,1
39,99,2,0,0,0,217.2,112,36.92,246.7,89,20.97,226.1,89,10.17,15.8,7,4.27,3
7,165,2,0,0,0,195.2,84,33.18,229.5,116,19.51,185.3,147,8.34,11.9,3,3.21,0
50,33,1,0,0,0,213.9,88,36.36,239.8,119,20.38,148.7,71,6.69,9.8,14,2.65,2
44,82,2,1,0,0,208.8,101,35.5,213.7,87,18.16,175.1,86,7.88,12.4,6,3.35,3
42,89,1,0,0,0,208.4,112,35.43,189.5,116,16.11,264.4,101,11.9,16.8,1,4.54,0
13,135,2,0,0,0,154.4,130,26.25,203.8,90,17.32,158.7,59,7.14,11.8,3,3.19,0
15,84,0,0,0,0,163.7,123,27.83,175.0,93,14.88,194.0,115,8.73,8.0,5,2.16,1
15,140,1,0,0,0,204.7,100,34.8,126.8,107,10.78,202.8,115,9.13,12.1,4,3.27,2
38,135,1,0,1,46,172.6,77,29.34,203.4,102,17.29,264.2,108,11.89,10.4,2,2.81,1
29,127,2,1,0,0,180.9,114,30.75,209.5,118,17.81,249.9,105,11.25,7.4,4,2.0,2
34,209,1,0,0,0,153.7,105,26.13,188.6,87,16.03,200.8,95,9.04,10.7,2,2.89,0
43,86,0,0,0,0,181.1,124,30.79,229.5,105,19.51,122.2,91,5.5,5.6,6,1.51,5
5,159,0,1,0,0,257.1,53,43.71,312.2,127,26.54,183.0,82,8.24,8.8,6,2.38,1
4,81,0,0,0,0,125.1,103,21.27,209.6,103,17.82,186.2,78,8.38,11.8,1,3.19,1
19,158,1,0,0,0,214.7,112,36.5,262.9,115,22.35,228.9,68,10.3,11.6,2,3.13,1
34,160,0,0,0,0,216.8,77,36.86,207.3,117,17.62,228.6,117,10.29,5.6,2,1.51,1
24,66,1,0,1,36,106.7,76,18.14,209.8,77,17.83,190.4,117,8.57,12.1,2,3.27,1
8,127,2,0,0,0,241.7,115,41.09,141.5,96,12.03,170.7,94,7.68,4.5,5,1.22,2
33,137,1,1,0,0,135.1,95,22.97,134.1,102,11.4,223.1,81,10.04,12.3,2,3.32,2
33,92,1,0,1,44,152.0,95,25.84,274.9,73,23.37,162.4,121,7.31,10.0,1,2.7,2
24,167,1,1,0,0,244.8,91,41.62,60.8,105,5.17,176.7,110,7.95,10.7,3,2.89,2
39,116,2,0,0,0,137.4,126,23.36,120.0,94,10.2,130.3,64,5.86,12.4,2,3.35,3
22,225,1,0,0,0,165.4,106,28.12,273.7,109,23.26,210.0,93,9.45,8.7,3,2.35,0
19,92,0,0,1,21,227.8,107,38.73,156.4,70,13.29,259.7,72,11.69,12.4,3,3.35,0
3,113,2,0,0,0,128.7,100,21.88,227.1,67,19.3,178.1,135,8.01,9.2,4,2.48,2
34,111,1,0,0,0,181.8,117,30.91,158.1,91,13.44,266.2,123,11.98,9.7,9,2.62,0
49,36,2,0,0,0,175.7,69,29.87,154.8,98,13.16,208.2,68,9.37,9.5,2,2.57,0
48,89,1,0,0,0,326.3,112,55.47,165.1,110,14.03,162.9,97,7.33,7.5,1,2.03,1
21,120,2,0,0,0,198.8,56,33.8,230.1,73,19.56,119.8,81,5.39,9.9,3,2.67,2
6,23,2,0,0,0,321.6,107,54.67,251.6,115,21.39,141.1,158,6.35,11.3,3,3.05,2
44,98,1,0,0,0,211.9,65,36.02,224.6,95,19.09,233.0,81,10.49,9.9,3,2.67,2
43,97,2,0,0,0,144.2,91,24.51,226.7,137,19.27,144.6,72,6.51,13.8,4,3.73,3
33,64,1,0,0,0,97.2,80,16.52,186.2,90,15.83,189.0,92,8.5,10.4,6,2.81,2
37,72,2,0,0,0,141.3,133,24.02,134.9,96,11.47,227.5,97,10.24,11.2,3,3.02,2
15,130,0,0,0,0,115.6,129,19.65,167.8,104,14.26,141.8,124,6.38,12.6,9,3.4,1
49,50,2,0,0,0,131.7,108,22.39,216.5,103,18.4,196.1,126,8.82,11.0,5,2.97,1
27,61,2,0,0,0,7.2,97,1.22,221.8,78,18.85,174.5,94,7.85,12.0,4,3.24,1
5,88,2,0,0,0,61.9,78,10.52,262.6,114,22.32,212.5,110,9.56,8.8,2,2.38,3
9,194,0,0,1,42,203.7,109,34.63,192.9,125,16.4,318.0,81,14.31,10.8,16,2.92,3
22,120,0,0,0,0,165.0,100,28.05,317.2,83,26.96,119.2,86,5.36,8.3,8,2.24,1
42,146,0,1,0,0,160.1,63,27.22,208.4,112,17.71,177.6,98,7.99,9.2,3,2.48,2
41,104,2,0,0,0,234.2,128,39.81,293.1,92,24.91,183.9,79,8.28,9.8,6,2.65,0
8,54,1,1,0,0,214.1,77,36.4,240.5,94,20.44,188.9,75,8.5,10.1,3,2.73,1
44,126,0,0,0,0,211.6,70,35.97,216.9,80,18.44,153.5,60,6.91,7.8,1,2.11,1
42,123,1,0,1,34,305.2,80,51.88,156.5,109,13.3,280.0,81,12.6,13.2,7,3.56,1
42,102,2,0,0,0,103.1,70,17.53,275.0,129,23.38,141.1,92,6.35,11.2,5,3.02,1
19,102,2,0,0,0,143.7,82,24.43,170.9,83,14.53,310.9,112,13.99,9.8,1,2.65,2
16,18,2,0,0,0,180.2,115,30.63,83.4,114,7.09,245.3,111,11.04,11.9,6,3.21,1
49,136,2,0,0,0,240.1,121,40.82,271.2,123,23.05,132.7,98,5.97,17.2,4,4.64,0
47,51,0,0,0,0,232.4,109,39.51,187.4,95,15.93,231.2,107,10.4,9.1,3,2.46,1
12,50,2,0,0,0,202.0,106,34.34,174.7,70,14.85,152.9,92,6.88,6.0,6,1.62,4
11,115,1,0,1,33,145.0,72,24.65,194.5,157,16.53,242.3,138,10.9,14.2,3,3.83,2
27,128,2,0,0,0,187.3,84,31.84,270.8,95,23.02,206.4,68,9.29,10.1,5,2.73,1
41,103,2,0,0,0,206.5,125,35.11,180.2,113,15.32,220.6,95,9.93,12.2,4,3.29,3
11,135,1,0,0,0,190.9,44,32.45,161.4,109,13.72,231.9,100,10.44,8.4,2,2.27,1
31,60,0,0,0,0,289.8,101,49.27,255.6,115,21.73,242.8,76,10.93,11.7,4,3.16,2
48,48,2,0,0,0,176.9,110,30.07,274.3,114,23.32,115.3,125,5.19,11.0,2,2.97,1
5,63,0,1,1,21,151.5,99,25.76,147.8,89,12.56,210.4,114,9.47,10.0,4,2.7,1
34,76,1,0,0,0,223.0,109,37.91,218.7,97,18.59,138.6,126,6.24,11.6,8,3.13,2
14,48,0,0,0,0,198.2,73,33.69,202.8,115,17.24,146.4,73,6.59,5.1,5,1.38,1
22,139,1,0,1,20,214.6,101,36.48,235.1,132,19.98,162.8,132,7.33,14.8,12,4.0,0
2,163,0,0,0,0,197.0,109,33.49,202.6,128,17.22,206.4,80,9.29,9.1,10,2.46,1
32,16,2,0,0,0,144.8,84,24.62,164.9,141,14.02,231.5,75,10.42,8.2,4,2.21,2
31,80,1,0,0,0,268.7,120,45.68,301.0,147,25.59,167.0,140,7.52,5.8,1,1.57,2
37,102,1,0,1,25,187.5,105,31.88,272.3,88,23.15,216.4,91,9.74,11.7,2,3.16,2
6,105,0,0,0,0,213.4,100,36.28,204.9,52,17.42,179.7,93,8.09,9.5,6,2.57,1
46,128,2,0,1,29,179.3,104,30.48,225.9,86,19.2,323.0,78,14.54,8.6,7,2.32,0
30,125,1,0,1,25,190.1,133,32.32,181.1,61,15.39,104.0,110,4.68,12.5,3,3.38,2
21,105,0,0,1,33,209.6,68,35.63,146.9,140,12.49,121.0,131,5.44,10.6,3,2.86,2
16,79,1,0,0,0,177.9,83,30.24,167.3,84,14.22,223.7,142,10.07,15.2,8,4.1,0
50,114,1,0,1,32,125.2,79,21.28,177.8,105,15.11,232.4,89,10.46,12.9,3,3.48,1
45,164,1,0,0,0,123.3,78,20.96,170.0,85,14.45,165.9,78,7.47,12.7,2,3.43,1
16,70,0,0,0,0,232.1,122,39.46,292.3,112,24.85,201.2,112,9.05,0.0,0,0.0,3
48,87,2,0,1,24,135.8,108,23.09,251.4,62,21.37,181.5,91,8.17,6.4,4,1.73,0
40,99,2,0,0,0,169.2,70,28.76,271.5,77,23.08,170.2,104,7.66,10.6,2,2.86,0
32,53,1,0,0,0,143.8,102,24.45,199.6,124,16.97,177.8,65,8.0,7.8,4,2.11,1
10,74,2,0,1,31,249.4,70,42.4,209.5,59,17.81,180.6,75,8.13,9.9,2,2.67,4
35,29,1,1,1,37,235.0,101,39.95,183.3,79,15.58,139.8,106,6.29,5.7,7,1.54,2
44,90,1,0,0,0,261.8,128,44.51,220.6,104,18.75,136.6,91,6.15,9.6,5,2.59,1
28,105,2,0,0,0,246.4,83,41.89,256.2,101,21.78,169.0,151,7.61,3.8,4,1.03,0
25,43,2,0,0,0,159.5,99,27.12,119.7,149,10.17,173.9,126,7.83,6.8,3,1.84,2
8,29,1,0,0,0,163.7,109,27.83,207.3,88,17.62,266.2,101,11.98,10.4,2,2.81,1
9,31,2,0,0,0,165.4,84,28.12,203.7,107,17.31,201.7,65,9.08,8.2,1,2.21,1
8,92,1,0,0,0,197.0,84,33.49,269.3,105,22.89,158.9,105,7.15,10.8,4,2.92,1
43,121,1,0,1,31,263.1,70,44.73,279.3,118,23.74,127.1,143,5.72,9.7,4,2.62,5
33,113,1,0,1,23,205.0,101,34.85,152.0,60,12.92,158.6,59,7.14,10.2,5,2.75,2
27,98,2,0,0,0,167.0,60,28.39,125.1,65,10.63,262.5,100,11.81,8.9,2,2.4,1
17,98,1,0,0,0,189.8,113,32.27,271.5,111,23.08,218.9,96,9.85,13.0,5,3.51,1
40,137,2,0,0,0,109.8,112,18.67,223.5,88,19.0,247.5,96,11.14,17.8,2,4.81,1
12,81,2,0,0,0,261.4,141,44.44,215.7,102,18.33,271.8,96,12.23,8.0,6,2.16,1
37,67,1,0,0,0,245.1,118,41.67,185.2,94,15.74,193.6,112,8.71,8.1,3,2.19,3
13,108,1,0,0,0,221.8,105,37.71,108.2,107,9.2,207.1,87,9.32,12.1,3,3.27,2
10,112,1,0,1,22,181.8,110,30.91,228.1,123,19.39,262.7,141,11.82,9.2,4,2.48,2
44,141,2,0,0,0,196.5,104,33.41,175.1,111,14.88,209.6,110,9.43,14.1,4,3.81,6
29,67,1,0,0,0,124.0,77,21.08,222.2,95,18.89,151.2,111,6.8,13.1,2,3.54,0
41,137,2,0,0,0,242.1,118,41.16,191.0,93,16.24,218.6,50,9.84,14.7,2,3.97,3
8,171,2,0,1,17,186.9,94,31.77,240.0,138,20.4,200.9,64,9.04,5.8,3,1.57,1
16,164,2,0,1,30,238.8,100,40.6,230.0,121,19.55,206.3,66,9.28,13.2,8,3.56,1
17,72,1,0,0,0,198.4,147,33.73,216.9,121,18.44,112.8,125,5.08,13.1,4,3.54,0
47,112,0,0,0,0,135.1,112,22.97,226.3,85,19.24,115.2,108,5.18,11.1,6,3.0,1
19,79,0,0,1,27,192.3,125,32.69,147.3,108,12.52,215.0,97,9.67,7.8,4,2.11,1
18,85,0,0,0,0,209.1,57,35.55,110.7,111,9.41,113.3,113,5.1,12.8,4,3.46,1
41,106,1,0,0,0,94.8,113,16.12,283.2,95,24.07,219.3,106,9.87,6.8,4,1.84,1
6,63,0,0,1,25,190.0,137,32.3,116.6,76,9.91,141.5,110,6.37,12.2,2,3.29,1
49,154,0,0,1,35,64.9,76,11.03,184.1,91,15.65,151.6,75,6.82,14.6,1,3.94,1
6,134,0,0,0,0,177.2,91,30.12,228.7,105,19.44,194.3,113,8.74,8.9,3,2.4,2
38,25,1,0,0,0,195.2,77,33.18,193.4,81,16.44,231.8,59,10.43,12.2,4,3.29,2
10,18,1,0,0,0,156.0,88,26.52,213.8,127,18.17,244.9,113,11.02,11.4,9,3.08,1
6,80,1,0,0,0,195.6,111,33.25,221.5,122,18.83,182.0,89,8.19,10.8,1,2.92,1
13,71,1,0,0,0,212.1,114,36.06,235.9,91,20.05,207.7,135,9.35,11.3,5,3.05,4
41,30,1,0,0,0,247.4,107,42.06,175.9,76,14.95,287.4,90,12.93,11.3,2,3.05,0
17,7,2,0,1,33,211.8,99,36.01,170.9,110,14.53,244.2,125,10.99,11.2,4,3.02,2
20,140,1,1,1,27,188.9,124,32.11,160.9,102,13.68,197.7,100,8.9,11.5,5,3.11,4
37,53,1,0,0,0,184.8,98,31.42,216.4,125,18.39,141.1,116,6.35,18.4,3,4.97,2
9,68,1,0,1,24,176.0,118,29.92,277.9,116,23.62,174.7,71,7.86,14.7,7,3.97,1
2,127,1,1,0,0,143.2,60,24.34,179.5,159,15.26,171.8,122,7.73,6.2,4,1.67,4
37,149,1,0,0,0,114.5,103,19.47,228.8,100,19.45,135.8,74,6.11,10.7,3,2.89,0
7,165,1,1,0,0,81.4,110,13.84,263.7,150,22.41,219.7,107,9.89,12.2,3,3.29,1
49,90,1,0,0,0,205.7,138,34.97,161.9,83,13.76,269.7,104,12.14,12.5,6,3.38,2
35,82,1,0,0,0,179.2,95,30.46,228.9,95,19.46,187.7,100,8.45,13.2,2,3.56,1
17,95,0,0,0,0,135.0,99,22.95,183.6,106,15.61,245.3,102,11.04,12.5,9,3.38,1
41,185,0,0,1,18,103.9,112,17.66,230.0,111,19.55,155.7,119,7.01,8.5,5,2.3,0
3,73,1,0,0,0,175.4,130,29.82,248.1,105,21.09,122.4,85,5.51,12.2,4,3.29,0
35,136,0,1,0,0,183.4,103,31.18,141.9,113,12.06,200.4,122,9.02,10.4,9,2.81,2
15,117,1,1,1,22,196.0,82,33.32,322.7,82,27.43,225.6,120,10.15,3.7,5,1.0,1
44,61,1,1,1,29,128.2,119,21.79,171.7,83,14.59,250.9,114,11.29,11.7,6,3.16,3
23,50,1,0,0,0,157.1,90,26.71,223.3,72,18.98,181.4,111,8.16,6.1,2,1.65,1
23,136,1,0,0,0,221.4,120,37.64,249.5,78,21.21,192.0,68,8.64,13.6,2,3.67,0
22,105,2,0,0,0,140.6,109,23.9,178.6,51,15.18,217.0,83,9.76,6.8,3,1.84,2
13,104,2,0,0,0,97.2,88,16.52,155.6,85,13.23,261.6,105,11.77,12.4,5,3.35,0
34,82,1,0,0,0,167.1,77,28.41,131.8,79,11.2,187.4,98,8.43,9.4,1,2.54,6
8,63,0,0,0,0,117.1,118,19.91,249.6,90,21.22,162.2,84,7.3,11.1,4,3.0,3
3,102,0,0,0,0,158.0,94,26.86,207.9,100,17.67,190.4,120,8.57,10.1,10,2.73,0
10,73,0,0,0,0,157.6,92,26.79,198.3,87,16.86,364.9,106,16.42,9.1,4,2.46,1
25,116,0,1,0,0,139.4,102,23.7,261.8,97,22.25,167.4,101,7.53,10.5,4,2.84,1
12,73,1,0,0,0,137.1,102,23.31,210.8,114,17.92,191.4,120,8.61,11.1,4,3.0,1
22,93,1,1,0,0,216.9,61,36.87,207.4,120,17.63,221.7,110,9.98,17.5,5,4.73,1
20,160,1,0,0,0,256.0,111,43.52,187.4,61,15.93,119.1,81,5.36,11.5,4,3.11,3
35,135,1,0,0,0,218.8,123,37.2,242.8,64,20.64,85.8,80,3.86,10.3,3,2.78,4
15,96,1,0,1,23,183.1,88,31.13,147.4,89,12.53,350.2,108,15.76,11.3,7,3.05,1
24,120,0,0,0,0,121.0,139,20.57,270.4,121,22.98,141.0,90,6.35,5.3,8,1.43,1
42,72,0,0,0,0,147.0,79,24.99,162.3,103,13.8,162.9,80,7.33,10.5,4,2.84,1
7,157,2,0,1,29,219.2,102,37.26,206.0,109,17.51,192.4,117,8.66,15.0,5,4.05,1
35,69,2,0,0,0,221.6,88,37.67,231.8,87,19.7,211.7,116,9.53,8.6,9,2.32,1
49,94,1,1,1,39,115.5,90,19.64,122.5,99,10.41,197.7,110,8.9,7.0,3,1.89,0
5,192,1,0,0,0,185.0,88,31.45,224.9,98,19.12,212.4,105,9.56,11.4,3,3.08,2
44,162,0,0,0,0,184.5,118,31.37,224.0,95,19.04,180.5,82,8.12,11.6,3,3.13,1
35,78,0,0,0,0,193.4,99,32.88,116.9,88,9.94,243.3,109,10.95,9.3,4,2.51,2
40,49,1,1,0,0,237.8,92,40.43,208.9,119,17.76,167.8,86,7.55,15.6,6,4.21,2
21,88,1,0,0,0,192.0,91,32.64,127.6,127,10.85,155.6,125,7.0,7.5,5,2.03,1
22,130,1,0,0,0,143.8,76,24.45,274.8,103,23.36,194.7,105,8.76,12.3,1,3.32,0
33,78,0,0,0,0,75.0,116,12.75,248.7,87,21.14,176.0,83,7.92,9.5,6,2.57,3
35,162,1,0,0,0,135.2,98,22.98,242.0,107,20.57,246.9,96,11.11,10.2,2,2.75,2
33,83,2,0,1,31,129.8,87,22.07,183.4,110,15.59,169.4,40,7.62,14.3,6,3.86,1
2,95,1,0,1,27,190.8,76,32.44,177.5,104,15.09,227.3,95,10.23,5.9,1,1.59,2
6,119,0,0,0,0,294.2,100,50.01,232.5,53,19.76,195.0,64,8.78,9.0,1,2.43,0
10,185,2,0,1,31,189.8,126,32.27,163.3,133,13.88,264.8,126,11.92,7.5,3,2.03,1
23,166,0,0,0,0,152.1,95,25.86,121.0,105,10.29,198.0,126,8.91,9.8,5,2.65,0
11,87,2,0,0,0,297.4,63,50.56,118.4,108,10.06,242.3,72,10.9,11.0,2,2.97,2
49,73,1,0,0,0,240.3,130,40.85,162.5,83,13.81,231.9,136,10.44,11.9,3,3.21,0
46,157,2,0,0,0,168.6,71,28.66,205.1,48,17.43,175.8,88,7.91,5.9,2,1.59,3
22,178,0,1,0,0,124.5,134,21.17,141.2,78,12.0,268.2,113,12.07,11.4,2,3.08,2
12,52,2,0,1,24,229.1,86,38.95,168.7,124,14.34,245.4,75,11.04,14.6,2,3.94,1
50,146,1,0,1,11,180.7,82,30.72,173.7,90,14.76,231.5,89,10.42,10.1,4,2.73,2
25,140,1,0,0,0,265.0,100,45.05,147.6,89,12.55,247.7,94,11.15,10.7,3,2.89,1
36,117,1,0,0,0,212.1,133,36.06,276.6,94,23.51,195.5,124,8.8,9.5,3,2.57,2
35,68,2,0,0,0,143.6,80,24.41,134.3,65,11.42,215.6,84,9.7,15.5,5,4.19,2
27,149,2,0,0,0,207.3,115,35.24,198.4,82,16.86,114.1,83,5.13,8.6,4,2.32,1
20,115,0,0,0,0,254.8,97,43.32,153.5,110,13.05,217.6,117,9.79,9.0,4,2.43,1
30,201,2,0,0,0,159.9,61,27.18,237.3,124,20.17,290.2,99,13.06,13.4,4,3.62,3
29,88,0,0,1,28,190.6,104,32.4,237.3,105,20.17,211.6,116,9.52,9.8,1,2.65,2
42,96,1,0,0,0,264.6,117,44.98,264.1,121,22.45,77.1,89,3.47,8.1,4,2.19,0
14,48,1,0,1,37,138.3,81,23.51,187.6,74,15.95,158.0,113,7.11,11.6,1,3.13,2
32,72,1,0,0,0,190.7,111,32.42,241.6,103,20.54,278.1,95,12.51,4.4,3,1.19,1
19,150,0,0,1,27,209.8,112,35.67,155.0,80,13.18,251.5,111,11.32,7.2,6,1.94,0
42,33,1,0,1,35,186.8,124,31.76,261.0,69,22.19,317.8,103,14.3,15.0,5,4.05,0
42,163,2,0,0,0,277.7,118,47.21,115.3,91,9.8,170.3,90,7.66,10.4,8,2.81,0
11,87,0,0,1,28,143.5,106,24.4,223.5,147,19.0,175.4,69,7.89,11.2,5,3.02,0
7,59,1,0,1,26,205.4,68,34.92,115.0,115,9.78,214.7,130,9.66,9.4,2,2.54,5
47,104,1,0,0,0,139.7,78,23.75,202.6,119,17.22,203.6,102,9.16,11.3,5,3.05,2
17,122,1,0,0,0,128.9,136,21.91,244.4,133,20.77,148.7,133,6.69,10.7,5,2.89,0
12,163,2,0,0,0,122.5,70,20.83,221.4,92,18.82,187.5,88,8.44,10.4,6,2.81,0
35,97,0,0,0,0,256.4,125,43.59,273.9,100,23.28,222.7,101,10.02,11.1,1,3.0,1
27,64,2,1,1,33,127.2,93,21.62,162.9,104,13.85,247.4,109,11.13,8.1,13,2.19,0
31,97,1,0,0,0,259.6,138,44.13,233.9,91,19.88,140.6,119,6.33,13.0,4,3.51,1
3,104,0,0,0,0,167.6,116,28.49,219.2,112,18.63,215.9,94,9.72,11.7,2,3.16,4
26,143,1,0,0,0,172.3,97,29.29,174.0,108,14.79,188.2,119,8.47,13.0,4,3.51,2
31,134,1,0,1,32,224.0,75,38.08,97.5,103,8.29,211.6,80,9.52,10.7,5,2.89,2
21,115,0,0,0,0,200.2,115,34.03,268.8,109,22.85,185.4,102,8.34,12.8,2,3.46,3
45,75,1,0,0,0,224.7,116,38.2,192.0,79,16.32,212.2,98,9.55,11.3,11,3.05,3
44,67,2,0,0,0,225.9,78,38.4,243.1,83,20.66,84.1,94,3.78,13.5,2,3.65,2
2,96,1,0,1,21,247.6,95,42.09,256.3,150,21.79,158.6,72,7.14,10.8,6,2.92,2
48,69,2,1,0,0,279.8,90,47.57,248.7,91,21.14,171.0,118,7.69,8.4,10,2.27,2
14,135,1,0,0,0,247.2,61,42.02,168.7,122,14.34,169.8,100,7.64,6.6,1,1.78,0
6,38,2,0,0,0,96.9,110,16.47,241.4,75,20.52,141.0,69,6.35,10.8,3,2.92,0
32,63,2,0,0,0,207.6,96,35.29,229.0,112,19.47,162.6,131,7.32,13.3,2,3.59,1
49,127,2,0,0,0,224.3,112,38.13,185.7,103,15.78,159.4,83,7.17,10.0,1,2.7,2
8,90,1,0,0,0,272.2,75,46.27,122.9,96,10.45,252.6,100,11.37,9.2,2,2.48,0
17,55,1,0,1,28,105.3,82,17.9,197.4,109,16.78,187.5,91,8.44,8.6,6,2.32,2
38,61,1,0,1,31,252.1,98,42.86,215.7,149,18.33,135.7,117,6.11,5.1,4,1.38,2
48,107,0,0,0,0,134.0,104,22.78,174.5,94,14.83,311.1,79,14.0,7.3,3,1.97,3
1,80,1,0,0,0,135.1,92,22.97,185.0,103,15.73,147.1,74,6.62,14.7,5,3.97,3
11,101,2,0,0,0,93.8,127,15.95,150.0,104,12.75,241.1,116,10.85,10.7,2,2.89,1
33,48,0,0,0,0,247.6,114,42.09,172.3,110,14.65,264.4,107,11.9,7.1,3,1.92,1
33,116,0,0,0,0,110.9,54,18.85,213.4,82,18.14,186.2,116,8.38,7.9,2,2.13,2
9,158,1,0,0,0,123.3,115,20.96,130.4,91,11.08,243.7,119,10.97,11.2,3,3.02,3
47,143,2,0,0,0,160.4,120,27.27,285.9,104,24.3,182.5,85,8.21,6.9,4,1.86,3
41,125,2,0,1,34,268.4,112,45.63,222.2,108,18.89,117.6,102,5.29,10.3,3,2.78,0
0,83,1,0,0,0,182.5,85,31.03,181.5,114,15.43,199.1,110,8.96,14.7,6,3.97,1
15,166,2,0,0,0,204.2,115,34.71,179.9,152,15.29,216.8,109,9.76,9.5,5,2.57,1
6,102,1,0,1,25,137.4,100,23.36,176.7,83,15.02,188.2,93,8.47,10.2,6,2.75,2
15,86,1,0,0,0,166.2,112,28.25,255.3,81,21.7,228.1,97,10.26,5.4,7,1.46,1
23,122,1,0,0,0,140.1,120,23.82,231.4,128,19.67,188.1,127,8.46,11.2,5,3.02,2
40,90,0,0,1,31,118.5,92,20.15,257.9,76,21.92,186.2,96,8.38,9.0,6,2.43,1
38,53,1,0,0,0,205.1,86,34.87,160.5,95,13.64,149.5,142,6.73,10.7,2,2.89,3
43,208,2,0,0,0,326.5,67,55.51,176.3,113,14.99,181.7,102,8.18,10.7,6,2.89,2
47,134,0,0,0,0,208.3,86,35.41,253.6,89,21.56,291.0,86,13.1,12.6,3,3.4,1
20,83,2,0,0,0,78.1,70,13.28,239.3,115,20.34,144.4,112,6.5,12.3,4,3.32,1
0,36,0,0,1,30,146.3,128,24.87,162.5,80,13.81,129.3,109,5.82,14.5,6,3.92,0
48,165,2,0,0,0,154.2,91,26.21,268.6,108,22.83,188.8,99,8.5,10.9,4,2.94,6
9,159,1,0,1,15,113.9,102,19.36,145.3,146,12.35,195.2,137,8.78,11.8,9,3.19,1
12,130,2,0,0,0,139.1,72,23.65,246.0,112,20.91,207.2,121,9.32,11.4,9,3.08,5
14,107,1,0,1,14,114.3,132,19.43,199.8,91,16.98,194.7,74,8.76,7.5,8,2.03,1
43,148,0,0,0,0,249.7,91,42.45,185.1,90,15.73,234.2,88,10.54,10.5,1,2.84,1
26,100,1,0,0,0,96.5,86,16.41,210.2,133,17.87,146.4,106,6.59,12.5,3,3.38,1
50,115,1,1,1,6,140.1,125,23.82,157.9,100,13.42,249.4,96,11.22,10.1,3,2.73,1
26,173,2,0,1,20,60.2,100,10.23,118.1,76,10.04,230.1,131,10.35,13.3,4,3.59,1
49,44,0,0,0,0,213.2,85,36.24,224.0,128,19.04,137.8,74,6.2,12.5,5,3.38,1
37,66,0,0,0,0,87.6,76,14.89,262.0,111,22.27,184.6,125,8.31,9.2,5,2.48,1
